PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS 
REGION TYPE,REGION,YEAR,WEEK,ILITOTAL,TOTAL PATIENTS,NUM. OF PROVIDERS,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,AGE 25-64,AGE 25-49,AGE 50-64,AGE 65
National,X,2012,26,5786,536380,1260,1.10616121928234,1.07871285282822,2168,1850,X,1058,422,288
National,X,2012,27,5291,505533,1271,1.10815890470833,1.04661812384157,1911,1706,X,1013,388,273
National,X,2012,28,5185,558637,1240,0.999443977060297,0.928151912601564,1913,1751,X,964,337,220
National,X,2012,29,4931,546713,1223,0.924198584171795,0.901935750567482,1818,1640,X,914,318,241
National,X,2012,30,5103,557488,1250,0.949256676305665,0.915356025600551,1752,1721,X,975,372,283
National,X,2012,31,5159,541600,1240,0.978902812400934,0.952548005908419,1728,1706,X,1050,408,267
National,X,2012,32,5026,548294,1248,0.925024122048058,0.916661499122733,1660,1718,X,989,375,284
National,X,2012,33,5051,560110,1238,0.848455694883548,0.901787148952884,1721,1755,X,986,357,232
National,X,2012,34,6141,594395,1238,1.04450505025576,1.03315135558004,2098,2128,X,1194,425,296
National,X,2012,35,6318,600354,1238,1.09859978722594,1.05237909633316,1958,2335,X,1305,443,277
National,X,2012,36,6296,558585,1242,1.22070806784968,1.12713373971732,1886,2294,X,1317,481,318
National,X,2012,37,7382,622114,1252,1.24976256792249,1.18659924065364,2176,2870,X,1408,513,415
National,X,2012,38,7656,630563,1268,1.22892263866342,1.21415306638671,2295,2972,X,1530,511,348
National,X,2012,39,7807,623572,1248,1.2939326153106,1.25198052510376,2421,2867,X,1546,575,398
National,X,2012,40,9395,779285,1932,1.23033799023383,1.20559230576747,2773,3691,X,1814,702,415
National,X,2012,41,10158,769959,1940,1.32780413074372,1.31929102718456,2960,4007,X,1957,745,489
National,X,2012,42,10585,797444,1968,1.33994959884844,1.32736593415964,3202,4233,X,1902,760,488
National,X,2012,43,10913,798388,1958,1.37841857220365,1.36687926171235,3346,4268,X,2012,771,516
National,X,2012,44,11061,734781,1929,1.50085300042297,1.50534649099528,3326,4422,X,2032,797,484
National,X,2012,45,12674,785871,1974,1.65162720550755,1.61273287855131,3733,5145,X,2330,925,541
National,X,2012,46,13623,777534,1966,1.76746039739451,1.75207772264621,4034,5526,X,2569,897,597
National,X,2012,47,14650,627772,1968,2.30609345677797,2.33364979642291,4651,5387,X,2824,1105,683
National,X,2012,48,18521,831670,2005,2.16352461531362,2.22696502218428,5102,7018,X,3950,1498,953
National,X,2012,49,24877,835762,2006,2.83038168339698,2.97656509867642,6486,10857,X,4672,1791,1071
National,X,2012,50,29432,811800,1977,3.43760573738914,3.62552352796255,7446,12945,X,5692,2087,1262
National,X,2012,51,34332,754019,1908,4.30553654417291,4.55320091403532,8546,13971,X,7437,2730,1648
National,X,2012,52,36588,607171,1905,6.06082348055896,6.02597950165604,9709,11391,X,9295,3639,2554
National,X,2013,1,34103,687051,1982,4.64930761528004,4.96367809667696,8444,9108,X,9679,4080,2792
National,X,2013,2,39896,850531,1995,4.32583781212357,4.6907167404833,8297,13424,X,10877,4502,2796
National,X,2013,3,39441,838326,2008,4.51112522056244,4.70473300362866,8633,15992,X,8977,3523,2316
National,X,2013,4,32426,778610,1978,4.21710408140453,4.16460101976599,7441,13439,X,7021,2760,1765
National,X,2013,5,29808,806640,1963,3.78955719717799,3.69532877119905,6609,12653,X,6421,2551,1574
National,X,2013,6,24987,772086,1931,3.29205636145071,3.23629751089904,5757,10816,X,5236,1971,1207
National,X,2013,7,22321,771229,1926,3.01970249120548,2.89421170625067,5289,9395,X,4698,1894,1045
National,X,2013,8,20519,755092,1940,2.71499071039139,2.71741721538567,5099,8415,X,4357,1625,1023
National,X,2013,9,19231,762238,1893,2.48450164496677,2.52296526806588,4633,7981,X,4030,1619,968
National,X,2013,10,18829,737736,1884,2.57807539963758,2.55226801999631,4791,7709,X,3935,1536,858
National,X,2013,11,17392,715059,1846,2.39237373118403,2.43224684956067,4480,7065,X,3606,1352,889
National,X,2013,12,15254,723449,1825,2.06778454820222,2.10851075887865,3957,6095,X,3191,1270,741
National,X,2013,13,13714,704276,1811,1.9028091759755,1.94724795392715,3830,5204,X,2924,1124,632
National,X,2013,14,12273,701881,1769,1.65902271861728,1.74858701118851,3516,4299,X,2677,1106,675
National,X,2013,15,10818,722583,1742,1.43005787355339,1.49712904953479,3110,3929,X,2219,957,603
National,X,2013,16,9188,694415,1732,1.277570855266,1.32312810063147,2707,3509,X,1757,724,491
National,X,2013,17,8589,700300,1711,1.19008905847272,1.22647436812795,2588,3364,X,1630,582,425
National,X,2013,18,7986,667648,1675,1.09556345166064,1.19613928297546,2439,3142,X,1470,565,370
National,X,2013,19,7704,647130,1630,1.08588922872155,1.19048722822308,2422,2877,X,1474,570,361
National,X,2013,20,7317,623114,1582,1.07342729108029,1.17426345740908,2431,2583,X,1345,565,393
National,X,2013,21,6589,581338,1489,1.01676830381739,1.13341980052912,2230,2219,X,1279,493,368
National,X,2013,22,6190,541528,1486,1.04846974579855,1.14306185460401,2109,2094,X,1147,483,357
National,X,2013,23,5638,558875,1421,0.92034901008004,1.00881234623127,1983,1779,X,1086,460,330
National,X,2013,24,5539,541138,1419,0.920779051232949,1.02358363301043,1969,1713,X,1112,468,277
National,X,2013,25,5474,546643,1405,0.904333467935489,1.00138481604996,1877,1766,X,1040,489,302
National,X,2013,26,4915,540408,1389,0.830570305641164,0.909498008911785,1703,1581,X,947,399,285
National,X,2013,27,4506,474295,1357,0.862836500226294,0.950041640751009,1594,1489,X,851,321,251
National,X,2013,28,4510,543833,1362,0.73218239189637,0.829298700152436,1576,1491,X,862,362,219
National,X,2013,29,4186,521874,1341,0.724557660736265,0.802109321407083,1432,1405,X,849,315,185
National,X,2013,30,4233,524969,1325,0.74084783101873,0.806333326348794,1416,1464,X,800,332,221
National,X,2013,31,3886,487617,1290,0.726037102207864,0.796936940262542,1216,1284,X,852,350,184
National,X,2013,32,4075,523015,1299,0.755638758953567,0.779136353641865,1367,1338,X,870,302,198
National,X,2013,33,4168,522533,1276,0.761846592236337,0.797652971199905,1364,1366,X,919,331,188
National,X,2013,34,4317,522965,1265,0.77989555941001,0.825485453137399,1331,1561,X,892,301,232
National,X,2013,35,5053,540157,1260,0.899137895060365,0.935468761859978,1499,1814,X,1014,410,316
National,X,2013,36,5626,539175,1317,0.999523948068148,1.04344600547132,1681,2035,X,1137,462,311
National,X,2013,37,6374,584196,1307,1.05580151778984,1.09107217440722,1926,2437,X,1217,440,354
National,X,2013,38,7110,591969,1290,1.09670146053732,1.2010764077173,2175,2683,X,1350,537,365
National,X,2013,39,7963,631088,1364,1.24709209484314,1.26178916411024,2393,2963,X,1500,648,459
National,X,2013,40,9720,857635,2044,1.15508327061604,1.13334926862826,2987,3783,X,1856,643,451
National,X,2013,41,10459,861601,2072,1.27257688125946,1.21390295508014,3288,3945,X,1932,761,533
National,X,2013,42,10683,848302,2100,1.31853749160582,1.2593392447501,3490,3890,X,2014,789,500
National,X,2013,43,12057,877265,2103,1.36938036762204,1.37438516297812,3935,4497,X,2295,815,515
National,X,2013,44,12514,872679,2103,1.46758105411639,1.43397515008382,4049,4643,X,2359,932,531
National,X,2013,45,13517,880806,2109,1.57951379918744,1.53461715746714,4435,5068,X,2514,964,536
National,X,2013,46,13912,866409,2125,1.60524546781489,1.60570815861793,4636,4999,X,2712,988,577
National,X,2013,47,15041,870892,2079,1.72225853715767,1.72707982160819,4775,5540,X,3067,1078,581
National,X,2013,48,13973,662307,2050,2.11580453060945,2.10974668846924,4936,4311,X,3028,1059,639
National,X,2013,49,18950,853693,2064,2.17055657699121,2.21976752767095,5555,6590,X,4385,1554,866
National,X,2013,50,19422,798205,2058,2.37558657299634,2.43320951384669,5502,7057,X,4465,1595,803
National,X,2013,51,24741,810221,2015,3.1873264492704,3.05361129864568,6559,8448,X,6525,2271,938
National,X,2013,52,26755,608433,2005,4.60135048422857,4.39736174730825,7730,7430,X,7452,2843,1300
National,X,2014,1,28716,676849,2037,4.29994576244141,4.24260063913812,7505,6740,X,9148,3559,1764
National,X,2014,2,28093,806651,2063,3.5785292129641,3.4826709444357,6220,7873,X,8808,3560,1632
National,X,2014,3,28581,854737,2055,3.37783825360653,3.34383558919293,6099,9605,X,8103,3163,1611
National,X,2014,4,25438,781360,2066,3.40845304876462,3.25560561073001,5855,8845,X,6800,2611,1327
National,X,2014,5,23463,812125,2055,3.12828544223806,2.88908727104818,5128,8709,X,6028,2401,1197
National,X,2014,6,21146,808519,2062,2.82088146126371,2.61539926705495,4740,7729,X,5301,2252,1124
National,X,2014,7,18197,772946,2025,2.49356420337541,2.35423949409144,4211,6715,X,4471,1830,970
National,X,2014,8,17195,807408,2029,2.28050589775485,2.12965440025365,4230,6109,X,4303,1683,870
National,X,2014,9,15913,830211,1987,2.07593713286913,1.91674164760525,3950,5873,X,3695,1504,891
National,X,2014,10,15027,785101,1948,1.99044413600731,1.91402125331645,3760,5576,X,3470,1430,791
National,X,2014,11,13987,791465,1906,1.82392913851451,1.76722912573519,3601,5013,X,3200,1358,815
National,X,2014,12,14906,800218,1924,1.82535005789501,1.86274240269527,3789,5607,X,3282,1421,807
National,X,2014,13,14652,800304,1889,1.75903800141149,1.83080429436814,3519,5802,X,3257,1299,775
